Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2015-11-01,1.02,99811.42,1022.15,87315.57,85.34,11388.36,11104.53,283.83,0.0,conventional,2015,Albany
2015-12-20,1.69,29471.57,3393.9,12896.24,3386.0,9795.43,4937.52,4857.91,0.0,organic,2015,Plains
2017-04-09,1.22,260512.01,81759.61,90074.43,2229.61,86448.36,85939.37,508.99,0.0,conventional,2017,RichmondNorfolk
2015-07-05,1.26,550810.62,161220.26,305122.62,17131.92,67335.82,67335.82,0.0,0.0,conventional,2015,Sacramento
2015-05-03,0.6,1268607.36,901701.94,256791.72,5692.05,104421.65,80245.0,23882.21,294.44,conventional,2015,PhoenixTucson
2015-01-11,1.85,1614.56,1091.28,49.95,0.0,473.33,473.33,0.0,0.0,organic,2015,MiamiFtLauderdale
2016-01-03,1.32,86759.88,39315.96,8067.87,579.95,38796.1,19654.52,19141.58,0.0,organic,2016,Southeast
2016-07-31,1.37,253671.67,48175.7,110154.96,346.77,94994.24,90147.67,591.57,4255.0,conventional,2016,HarrisburgScranton
2017-07-23,1.28,14116.97,5.9,427.39,0.0,13683.68,4223.34,9460.34,0.0,organic,2017,BuffaloRochester
2017-06-25,1.56,65066.62,3136.16,19656.54,112.27,42161.65,18213.76,23947.89,0.0,organic,2017,Plains
2016-10-02,1.86,89438.27,2371.95,47496.95,2342.29,37227.08,33589.15,3637.93,0.0,organic,2016,Midsouth
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2016-09-18,2.04,6494.77,1493.45,2657.83,0.0,2343.49,2279.81,63.68,0.0,organic,2016,LasVegas
2017-02-05,1.35,3381.82,326.31,6.26,0.0,3049.25,1874.51,1174.74,0.0,organic,2017,NewOrleansMobile
2017-01-22,1.53,136422.97,28034.89,54342.56,6.18,54039.34,49913.43,4125.91,0.0,organic,2017,California
2016-11-06,1.69,35103.94,503.78,10960.26,41.92,23597.98,600.56,22997.42,0.0,organic,2016,Seattle
2016-11-13,2.2,11635.47,842.0,6128.37,449.44,4215.66,4209.51,6.15,0.0,organic,2016,BaltimoreWashington
2016-04-24,0.79,714374.65,147879.2,194071.12,18734.63,353689.7,349814.73,3823.03,51.94,conventional,2016,Portland
2015-04-26,2.18,3471.08,295.75,1054.18,1150.52,970.63,970.63,0.0,0.0,organic,2015,Charlotte
2017-04-30,1.26,93663.48,2431.03,48499.45,203.94,42529.06,18452.22,23931.06,145.78,conventional,2017,Louisville
2017-07-16,1.68,473361.62,122341.72,165493.94,762.56,184763.4,107734.09,76671.75,357.56,conventional,2017,Seattle
2016-03-27,1.41,17528.02,2983.3,6722.24,53.08,7769.4,7268.06,501.34,0.0,organic,2016,WestTexNewMexico
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-09-20,1.25,353231.58,79142.8,220538.2,12364.88,41185.7,41185.7,0.0,0.0,conventional,2015,Sacramento
2017-01-08,1.6,2916.96,189.89,1297.6,0.0,1429.47,1278.26,151.21,0.0,organic,2017,Indianapolis
2015-02-08,1.59,1770.87,27.36,152.74,0.0,1590.77,1590.77,0.0,0.0,organic,2015,Albany
2017-05-14,2.06,7139.37,3870.2,219.06,0.0,3050.11,2911.43,138.68,0.0,organic,2017,Orlando
2015-04-19,1.34,184979.95,101449.24,38169.29,33.73,45327.69,45322.98,4.71,0.0,conventional,2015,StLouis
2015-12-06,1.03,233274.4,130410.85,47118.94,9427.71,46316.9,40092.42,6203.8,20.68,conventional,2015,SouthCarolina
2016-08-21,1.29,279090.94,67590.68,102580.71,21071.46,87848.09,87548.68,299.41,0.0,conventional,2016,RaleighGreensboro
2015-05-10,1.11,267655.62,76699.18,60772.22,37794.41,92389.81,91891.14,498.67,0.0,conventional,2015,RaleighGreensboro
2015-05-31,0.68,1377670.81,941838.33,315653.39,7287.06,112892.03,99456.4,13421.47,14.16,conventional,2015,DallasFtWorth
2017-05-28,2.46,6662.68,2305.34,3465.79,0.0,891.55,882.17,9.38,0.0,organic,2017,Sacramento
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2017-06-18,1.2,492836.43,269328.71,49177.93,145.33,174184.46,94081.93,69712.53,10390.0,conventional,2017,Atlanta
2015-02-01,0.92,562242.53,392037.18,53180.28,79.96,116945.11,50530.52,66414.59,0.0,conventional,2015,Tampa
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-05-22,1.58,1581.74,564.95,5.8,0.0,1010.99,1007.66,3.33,0.0,organic,2016,NewOrleansMobile
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-10-25,1.11,59874.45,29521.58,10089.82,6551.57,13711.48,13660.98,0.0,50.5,conventional,2015,Boise
2015-12-06,1.87,5936.27,4843.94,832.33,0.0,260.0,260.0,0.0,0.0,organic,2015,PhoenixTucson
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2016-04-10,0.87,312471.42,166398.15,34799.32,612.27,110661.68,81778.22,28883.46,0.0,conventional,2016,NewOrleansMobile
2016-04-17,1.08,1030786.84,16212.12,582843.38,4694.24,427037.1,350600.31,74702.17,1734.62,conventional,2016,NewYork
2015-10-04,1.04,200821.29,67267.71,91381.65,11357.4,30814.53,30425.15,389.38,0.0,conventional,2015,RichmondNorfolk
2015-01-18,1.37,10051.4,282.08,9374.23,0.0,395.09,351.87,43.22,0.0,organic,2015,CincinnatiDayton
2015-08-02,1.94,5147.5,369.17,1876.62,11.62,2890.09,2890.09,0.0,0.0,organic,2015,Philadelphia
2016-10-02,2.23,6865.93,854.63,2658.82,0.0,3352.48,3228.07,124.41,0.0,organic,2016,Philadelphia
2017-02-05,0.81,706098.15,365828.76,182799.5,6024.17,151445.72,92596.35,58746.59,102.78,conventional,2017,SouthCarolina
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2016-01-17,0.81,7221572.36,2091961.92,2079267.92,181519.92,2868822.6,1515056.35,1352291.24,1475.01,conventional,2016,West
2016-04-24,0.78,6746174.8,2621906.13,1746409.68,130993.85,2246865.14,1582301.04,658730.78,5833.32,conventional,2016,West
2017-03-12,2.2,3740.93,1292.48,144.78,0.0,2303.67,761.11,1542.56,0.0,organic,2017,Orlando
2017-03-05,1.04,517701.26,163424.69,176304.67,19186.14,158785.76,157805.49,549.71,430.56,conventional,2017,SanDiego
2016-10-30,2.16,96943.41,42763.18,39555.64,60.88,14563.71,11572.83,2990.88,0.0,organic,2016,West
2015-06-14,0.98,289290.98,102242.31,113772.11,10989.87,62286.69,62286.69,0.0,0.0,conventional,2015,RichmondNorfolk
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-01-24,0.88,6246380.73,1230068.19,2457751.77,272665.17,2285895.6,2122673.09,147881.99,15340.52,conventional,2016,California
2016-10-23,1.12,568596.03,77057.58,127808.18,12872.16,350858.11,349205.42,1375.66,277.03,conventional,2016,Portland
2016-04-10,1.33,4177.97,1229.11,6.42,0.0,2942.44,2939.11,3.33,0.0,organic,2016,MiamiFtLauderdale
2016-10-02,1.24,75004.32,1351.94,37151.83,487.06,36013.49,12611.79,23401.7,0.0,conventional,2016,Louisville
2017-03-12,2.12,17418.01,1146.72,6980.5,270.77,9020.02,8997.94,22.08,0.0,organic,2017,BaltimoreWashington
2016-12-18,1.11,21071.85,5025.9,286.6,0.0,15759.35,15746.18,13.17,0.0,organic,2016,DallasFtWorth
2017-04-09,1.53,629799.49,5715.72,450287.22,3497.44,170299.11,149094.59,21204.52,0.0,conventional,2017,Boston
2015-05-24,1.01,606039.09,190231.27,295332.36,15508.11,104967.35,104757.58,136.92,72.85,conventional,2015,Portland
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2017-03-12,2.21,7789.5,476.63,345.2,19.42,6948.25,6948.25,0.0,0.0,organic,2017,HarrisburgScranton
2017-04-30,1.38,3291328.16,771445.46,1301500.7,32879.9,1185502.1,1038439.12,142458.63,4604.35,conventional,2017,Midsouth
2016-07-17,1.52,392041.56,14420.42,190535.1,17208.53,169877.51,152288.86,9333.25,8255.4,conventional,2016,Philadelphia
2015-02-01,1.76,2499.88,1262.74,53.81,0.0,1183.33,1183.33,0.0,0.0,organic,2015,Orlando
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2017-01-15,1.88,7875.36,790.85,6131.31,0.0,953.2,937.88,15.32,0.0,organic,2017,Detroit
2015-01-11,1.85,1614.56,1091.28,49.95,0.0,473.33,473.33,0.0,0.0,organic,2015,MiamiFtLauderdale
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-11-22,1.66,4282.27,329.99,3186.8,0.0,765.48,616.67,148.81,0.0,organic,2015,Nashville
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2016-03-06,0.8,6903293.0,2817152.63,1691666.04,171164.48,2223309.85,1665446.71,556980.31,882.83,conventional,2016,West
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2017-05-28,1.54,6743.84,963.37,8.77,0.0,5771.7,5740.5,31.2,0.0,organic,2017,Pittsburgh
2016-07-31,1.68,614939.39,38275.52,373205.75,97843.18,105614.94,104111.58,317.97,1185.39,conventional,2016,Chicago
2015-12-13,1.03,53336.93,617.87,19731.07,34.72,32953.27,51.55,32901.72,0.0,organic,2015,Seattle
2016-06-26,2.23,38645.77,3521.45,14622.04,389.08,20113.2,18563.31,1549.89,0.0,organic,2016,NewYork
2017-04-09,1.54,201298.91,50325.29,75492.06,6657.48,68824.08,64339.22,4484.86,0.0,conventional,2017,Charlotte
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-10-11,1.66,143146.85,27827.61,57061.73,56.28,58201.23,2437.78,55763.45,0.0,organic,2015,West
2015-10-11,0.88,402228.35,175545.51,90767.27,80.58,135834.99,47783.02,88049.12,2.85,conventional,2015,Tampa
2016-08-07,0.95,816529.48,500097.71,81237.11,15436.45,219758.21,152300.82,67457.39,0.0,conventional,2016,WestTexNewMexico
2016-10-30,1.87,872.07,0.0,349.89,0.0,522.18,0.0,522.18,0.0,organic,2016,Boise
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-01-04,1.09,3759282.62,126640.65,2860709.93,7580.38,764351.66,669970.5,94381.16,0.0,conventional,2015,Northeast
2016-04-17,1.01,370690.55,153725.68,109475.73,5464.93,102024.21,67727.91,34296.3,0.0,conventional,2016,SouthCarolina
2015-09-06,1.12,1714650.22,857114.48,547236.44,15397.86,294901.44,276258.81,17590.29,1052.34,conventional,2015,Plains
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-05-01,1.35,2389.94,4.98,1190.05,0.0,1194.91,324.22,870.69,0.0,organic,2016,Louisville
2015-04-05,1.92,29692.3,6708.14,22605.23,43.95,334.98,0.0,334.98,0.0,organic,2015,Seattle
2016-07-03,1.33,45380.46,6123.5,12522.6,0.0,26734.36,66.32,26668.04,0.0,organic,2016,Portland
2015-10-25,1.04,26240072.11,8683958.8,11410478.34,1188118.95,4957516.02,3918658.43,999727.7,39129.89,conventional,2015,TotalUS
2016-08-14,1.1,31622.99,10822.39,30.59,0.0,20770.01,20700.01,70.0,0.0,organic,2016,Houston
2017-05-07,0.6,538518.77,8438.14,131508.13,1302.45,397270.05,33659.21,363468.52,142.32,conventional,2017,CincinnatiDayton
2016-05-08,1.04,20458.56,7355.94,26.73,0.0,13075.89,6977.83,6098.06,0.0,organic,2016,Houston
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-03-01,1.01,647014.16,484615.92,60307.81,41.65,102048.78,45516.03,56532.75,0.0,conventional,2015,MiamiFtLauderdale
2016-02-21,1.58,2373.09,1437.69,715.4,0.0,220.0,220.0,0.0,0.0,organic,2016,GrandRapids
2016-09-04,1.54,279628.17,10730.88,199814.2,842.34,68240.75,67173.12,733.63,334.0,conventional,2016,HartfordSpringfield
2016-02-07,1.34,4905.87,133.45,2540.32,283.58,1948.52,1045.61,902.91,0.0,organic,2016,RichmondNorfolk
2016-03-20,1.24,131022.13,3227.12,75092.85,6.13,52696.03,11483.08,41212.95,0.0,organic,2016,GreatLakes
2015-04-05,1.19,177919.28,43112.4,40448.49,36210.12,58148.27,56450.56,1599.1,98.61,conventional,2015,Charlotte
2016-01-03,0.96,203961.88,42856.88,87749.01,31682.42,41673.57,38144.36,3529.21,0.0,conventional,2016,Charlotte
2017-04-30,1.48,324983.09,64498.25,50224.27,37837.43,172423.14,150695.49,11326.73,10400.92,conventional,2017,Detroit
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-06-14,1.07,197387.76,4446.1,116392.81,4934.17,71614.68,67207.35,4401.93,5.4,conventional,2015,GrandRapids
2017-07-23,1.46,4222039.27,235858.72,2896879.68,22482.01,1066818.86,887134.17,149980.19,29704.5,conventional,2017,Northeast
2015-07-05,0.96,3435374.51,2373501.16,564583.23,99097.11,398193.01,377663.89,17234.66,3294.46,conventional,2015,LosAngeles
2015-02-15,1.7,7309.84,2095.43,2610.02,0.0,2604.39,2604.39,0.0,0.0,organic,2015,WestTexNewMexico
2016-08-28,1.54,2908.99,23.87,329.34,0.0,2555.78,2552.45,3.33,0.0,organic,2016,BuffaloRochester
2017-03-05,1.06,14497.7,635.96,3287.69,201.39,10372.66,4416.23,5956.43,0.0,organic,2017,RichmondNorfolk
2017-02-26,1.79,1336.09,0.0,207.99,0.0,1128.1,868.11,259.99,0.0,organic,2017,Syracuse
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-02-08,1.4,246616.27,64858.54,116792.77,65.38,64899.58,17633.33,47266.25,0.0,organic,2015,West
2016-06-26,1.25,540206.17,283281.44,130937.32,165.68,125821.73,78005.81,32132.03,15683.89,conventional,2016,MiamiFtLauderdale
2016-07-24,1.54,16285.84,969.22,9420.9,0.0,5895.72,690.15,5205.57,0.0,organic,2016,Detroit
2016-09-18,1.85,12131.33,209.13,5138.18,450.72,6333.3,5827.18,506.12,0.0,organic,2016,RaleighGreensboro
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2015-07-26,0.99,326233.8,119084.73,38501.17,63099.7,105548.2,98037.18,2518.38,4992.64,conventional,2015,Detroit
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2015-01-11,1.85,1614.56,1091.28,49.95,0.0,473.33,473.33,0.0,0.0,organic,2015,MiamiFtLauderdale
2016-05-08,0.8,1113912.58,181354.77,427697.05,13291.11,491569.65,73293.05,416966.26,1310.34,conventional,2016,Denver
2017-06-25,1.33,211639.6,53140.24,72807.06,5877.63,79814.67,72142.41,4877.26,2795.0,conventional,2017,Charlotte
2016-04-24,1.39,33498.69,19534.98,9311.09,0.0,4652.62,1072.85,3579.77,0.0,organic,2016,PhoenixTucson
2015-03-22,1.19,841723.81,136354.98,568189.47,30959.94,106219.42,105385.09,818.89,15.44,conventional,2015,SanFrancisco
2015-03-15,1.11,43045.79,2128.26,30447.17,99.67,10370.69,9989.59,381.1,0.0,conventional,2015,Albany
2015-05-17,1.02,458191.52,283530.1,131772.59,9903.23,32985.6,29400.09,3585.51,0.0,conventional,2015,SanDiego
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2015-01-11,1.15,194460.59,71743.11,66849.97,10952.11,44915.4,36160.54,8754.86,0.0,conventional,2015,RichmondNorfolk
2015-09-06,1.98,6736.29,2522.07,3851.76,0.0,362.46,147.77,214.69,0.0,organic,2015,Atlanta
2015-11-29,1.26,54779.61,1443.95,35859.3,958.7,16517.66,7946.78,8570.88,0.0,conventional,2015,Pittsburgh
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2017-01-01,1.58,5948.66,772.98,2724.28,0.0,2451.4,2273.79,177.61,0.0,organic,2017,Columbus
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-04-10,1.38,765652.36,216993.87,399403.75,61241.91,88012.83,85683.08,894.49,1435.26,conventional,2016,SanFrancisco
2015-11-15,1.8,12928.53,890.3,9465.69,3.32,2569.22,110.0,2459.22,0.0,organic,2015,Portland
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2016-10-16,1.28,537970.39,191040.91,158620.0,235.86,188073.62,42989.0,144763.79,320.83,conventional,2016,MiamiFtLauderdale
2016-01-24,0.9,228086.1,101029.21,36030.5,403.01,90623.38,77619.11,13004.27,0.0,conventional,2016,NewOrleansMobile
2017-03-05,1.33,13181.24,127.32,10247.49,0.0,2806.43,2806.43,0.0,0.0,organic,2017,GrandRapids
2016-02-07,1.35,69236.98,28638.16,4956.5,0.0,35642.32,33200.13,2442.19,0.0,organic,2016,SouthCentral
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-03-01,0.97,32994014.16,13282222.98,13733124.48,1070576.07,4908090.63,4129138.63,725218.35,53733.65,conventional,2015,TotalUS
2017-07-02,1.55,59145.56,1399.43,20993.46,54.01,36698.66,17049.24,19649.42,0.0,organic,2017,Plains
2015-06-14,1.3,92713.49,1614.97,44490.6,3147.67,43460.25,34041.6,9418.65,0.0,conventional,2015,Pittsburgh
2015-03-08,1.14,65350.24,45879.84,7206.22,7403.75,4860.43,4860.43,0.0,0.0,conventional,2015,Boise
2016-10-16,1.06,177609.17,78566.29,21640.42,233.46,77169.0,56615.71,20373.29,180.0,conventional,2016,Nashville
2016-10-30,1.58,385.55,8.13,47.42,0.0,330.0,330.0,0.0,0.0,organic,2016,MiamiFtLauderdale
2016-09-04,1.2,3127950.4,954420.93,1150320.87,86826.84,936381.76,832619.08,100199.03,3563.65,conventional,2016,Midsouth
2016-02-14,1.07,292307.61,27729.22,74888.46,133.74,189556.19,25453.95,164102.24,0.0,organic,2016,West
2016-08-28,0.99,78599.85,36837.75,1982.25,5918.5,33861.35,32151.54,1693.93,15.88,conventional,2016,Boise
2015-07-19,1.9,1028.63,7.14,885.31,0.0,136.18,126.66,9.52,0.0,organic,2015,GrandRapids
2015-10-04,1.63,8857.68,451.99,6092.19,667.28,1646.22,1646.22,0.0,0.0,organic,2015,BaltimoreWashington
2016-08-28,1.51,121291.96,3600.52,49796.26,2525.75,65369.43,36632.95,28736.48,0.0,organic,2016,Midsouth
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2016-09-11,1.52,1103488.85,144991.21,334671.53,3481.85,620344.26,438024.44,182319.82,0.0,organic,2016,TotalUS
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2017-02-19,0.75,5953222.87,2869772.48,1114706.47,207634.25,1761109.67,1408219.68,330575.32,22314.67,conventional,2017,SouthCentral
2015-10-18,0.94,725296.29,6409.86,627503.98,332.87,91049.58,86046.25,5003.33,0.0,conventional,2015,Boston
2016-08-21,1.08,381549.32,193878.0,58093.31,8868.16,120709.85,104376.41,16333.44,0.0,conventional,2016,SouthCarolina
2015-07-26,1.87,3413.88,80.0,154.75,0.0,3179.13,3176.48,2.65,0.0,organic,2015,BuffaloRochester
2015-10-25,0.99,110896.48,57250.89,33829.89,153.35,19662.35,19231.66,430.69,0.0,conventional,2015,Roanoke
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2015-02-15,1.39,77922.66,32655.36,7467.65,0.0,37799.65,37376.67,422.98,0.0,organic,2015,SouthCentral
2016-07-24,0.97,5528475.32,3073632.24,1095930.61,29835.26,1329077.21,1169824.57,105002.77,54249.87,conventional,2016,SouthCentral
2015-07-12,1.14,597860.19,261870.98,204320.97,12664.42,119003.82,117906.6,980.83,116.39,conventional,2015,Seattle
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2017-02-26,2.08,4818.73,1562.36,107.79,0.0,3148.58,1042.22,2106.36,0.0,organic,2017,Orlando
2017-04-16,0.98,19269.21,290.18,4390.45,0.0,14588.58,1115.74,13472.84,0.0,organic,2017,CincinnatiDayton
2017-02-05,0.46,2200550.27,1200632.86,531226.65,18324.93,450365.83,113752.17,330583.1,6030.56,conventional,2017,PhoenixTucson
2017-04-30,1.61,603284.31,5758.71,467084.4,3505.87,126935.33,114534.76,11768.63,631.94,conventional,2017,Boston
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-01-18,1.08,62870.49,50354.95,6342.37,2257.23,3915.94,1119.18,2796.76,0.0,conventional,2015,Boise
2015-04-05,1.59,1517.39,4.82,896.16,0.0,616.41,330.0,286.41,0.0,organic,2015,Louisville
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2016-02-07,0.58,4982700.11,1262681.15,1447533.8,98684.4,2173800.76,1911608.83,245385.02,16806.91,conventional,2016,LosAngeles
2015-05-10,1.87,3783.3,822.36,1101.72,487.37,1371.85,1049.36,322.49,0.0,organic,2015,SouthCarolina
2015-03-22,0.91,311876.75,1930.32,231211.7,19097.99,59636.74,57118.41,2105.9,412.43,conventional,2015,GrandRapids
2017-03-05,0.87,5637789.74,3275101.47,959531.9,154394.14,1248762.23,1200644.45,40174.35,7943.43,conventional,2017,SouthCentral
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2017-01-01,1.23,41381.43,486.56,11213.59,2.63,29678.65,510.07,29168.58,0.0,organic,2017,Seattle
2015-12-13,1.32,50384.57,773.81,33149.83,5.7,16455.23,16455.23,0.0,0.0,conventional,2015,Syracuse
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-12-13,1.82,24664.21,3395.15,13189.18,1592.19,6487.69,4488.01,1999.68,0.0,organic,2015,Plains
2016-05-15,0.68,755306.53,292232.77,166131.16,80.12,296862.48,126898.8,169317.09,646.59,conventional,2016,Atlanta
2017-05-07,0.65,1546765.68,813990.86,282109.87,16944.99,433719.96,213850.65,219720.7,148.61,conventional,2017,PhoenixTucson
2016-03-13,0.84,567953.21,151219.73,139500.87,23806.29,253426.32,203378.55,50047.77,0.0,conventional,2016,SanDiego
2016-06-12,0.81,991221.27,471620.29,222420.61,22944.15,274236.22,151226.12,123010.1,0.0,conventional,2016,PhoenixTucson
2016-10-02,1.72,1057930.65,33926.41,658467.15,3847.42,361689.67,310800.35,50151.82,737.5,conventional,2016,NewYork
2016-01-31,1.65,9140.79,2.48,154.07,0.0,8984.24,8984.24,0.0,0.0,organic,2016,NorthernNewEngland
2015-08-23,1.06,261084.13,131414.8,84541.6,4561.64,40566.09,38541.74,2024.35,0.0,conventional,2015,LasVegas
2015-03-01,1.61,7867.61,4161.89,2885.72,0.0,820.0,820.0,0.0,0.0,organic,2015,LasVegas
2015-01-04,2.13,2965.62,151.7,882.52,905.77,1025.63,1025.63,0.0,0.0,organic,2015,Charlotte
2016-01-31,0.94,203005.7,3261.74,133276.52,12917.42,53550.02,16807.25,33496.41,3246.36,conventional,2016,CincinnatiDayton
2016-10-16,1.75,1939.89,71.5,111.86,0.0,1756.53,1756.53,0.0,0.0,organic,2016,Albany
2015-02-01,1.68,2109.19,762.21,20.31,0.0,1326.67,1326.67,0.0,0.0,organic,2015,Tampa
2016-07-31,2.02,14788.87,895.68,10096.25,495.8,3301.14,3301.14,0.0,0.0,organic,2016,BaltimoreWashington
2015-01-11,1.85,1614.56,1091.28,49.95,0.0,473.33,473.33,0.0,0.0,organic,2015,MiamiFtLauderdale
2015-03-29,1.54,263845.02,71334.94,151939.31,36.04,40534.73,6885.37,33649.36,0.0,organic,2015,West
2016-08-14,1.49,1275952.93,18600.18,714407.25,13049.64,529895.86,496919.98,31781.23,1194.65,conventional,2016,NewYork
2015-11-29,1.63,8205.88,4.77,89.4,0.0,8111.71,8108.38,3.33,0.0,organic,2015,NorthernNewEngland
2015-11-01,1.82,2109.04,1331.43,21.71,12.57,743.33,743.33,0.0,0.0,organic,2015,Jacksonville
2015-11-29,1.46,9412.9,5706.47,278.7,0.0,3427.73,3427.73,0.0,0.0,organic,2015,DallasFtWorth
2016-06-19,0.99,278178.65,67619.73,122627.22,15409.3,72522.4,67694.0,83.4,4745.0,conventional,2016,RichmondNorfolk
2016-12-04,1.09,1676509.02,946350.29,349760.6,3190.05,377208.08,325851.34,43201.73,8155.01,conventional,2016,Plains
2016-05-08,1.47,4828.24,950.41,14.58,0.0,3863.25,3856.58,6.67,0.0,organic,2016,NewOrleansMobile
2015-12-20,1.23,1139347.98,13998.35,867406.68,803.83,257139.12,212615.2,44523.92,0.0,conventional,2015,NewYork
2017-06-18,1.27,149975.22,38471.13,9716.75,0.0,101787.34,94445.95,7341.39,0.0,organic,2017,SouthCentral
2017-01-29,0.65,776310.02,282233.2,253233.56,14380.96,226462.3,209999.44,13407.3,3055.56,conventional,2017,SanDiego
2017-07-23,1.6,19144.32,1832.11,4752.03,1914.09,10646.09,10577.95,68.14,0.0,organic,2017,WestTexNewMexico
2016-05-22,0.92,204128.5,115616.52,18839.88,712.61,68959.49,56097.72,11396.65,1465.12,conventional,2016,Nashville
